taxa	connect_r1	mod_r1	nest_r1	robustness_LL_r1_large_to_small 
beetles	0.188455	0.3338203	41.0962	0.4716245
beetles	0.2086466	0.339177	44.00124	0.4871502
beetles	0.1947368	0.348186	43.98156	0.4673669
beetles	0.2014519	0.3321159	41.44369	0.4738555
beetles	0.1947368	0.3778102	41.74158	0.4766092
beetles	0.188455	0.3495658	39.85492	0.5251815
beetles	0.2086466	0.3452642	38.45962	0.4994367
beetles	0.188455	0.3356059	35.16885	0.4801873
beetles	0.188455	0.3390959	36.04904	0.5203983
beetles	0.1825658	0.3319536	38.59508	0.5024175
beetles	0.1947368	0.3382031	37.57272	0.5149534
beetles	0.188455	0.3395017	35.68088	0.494593
beetles	0.1825658	0.3494035	35.47323	0.4910142
beetles	0.1947368	0.3417742	37.3976	0.4960592
beetles	0.2163743	0.3374726	40.07975	0.4983845
beetles	0.1947368	0.3263534	41.11376	0.5010429
beetles	0.2086466	0.3307361	37.7013	0.4963085
beetles	0.1825658	0.3433975	41.78738	0.4925821
beetles	0.2086466	0.3022482	43.53426	0.4826018
beetles	0.188455	0.3381219	38.1728	0.486344
beetles	0.1947368	0.332684	37.92402	0.5164157
beetles	0.1825658	0.3119065	37.1768	0.5132228
beetles	0.1947368	0.373184	32.97254	0.4774371
beetles	0.2086466	0.3283013	36.44051	0.4949506
beetles	0.2014519	0.3686389	41.13604	0.4543303
beetles	0.1825658	0.3334957	40.54012	0.4691608
beetles	0.2086466	0.3369045	36.47739	0.5132769
beetles	0.1825658	0.3478614	36.75884	0.5020629
beetles	0.2086466	0.3274897	39.23081	0.5300659
beetles	0.2086466	0.3270838	42.46211	0.5034458
beetles	0.1947368	0.321159	37.57272	0.492373
beetles	0.188455	0.3183995	35.68088	0.4984337
beetles	0.2014519	0.3299245	35.47323	0.4505486
beetles	0.1947368	0.3473744	37.3976	0.5085567
beetles	0.1770335	0.3557341	40.07975	0.5173272
beetles	0.1770335	0.3228634	41.11376	0.4921662
beetles	0.1947368	0.3118253	37.7013	0.4846288
beetles	0.2014519	0.3317101	41.78738	0.5303092
beetles	0.188455	0.3284636	43.53426	0.4950384
beetles	0.188455	0.3373914	38.1728	0.5419638
beetles	0.1825658	0.3382031	37.92402	0.484137
beetles	0.1947368	0.3588994	37.1768	0.499946
beetles	0.1947368	0.3524065	32.97254	0.4977076
beetles	0.2163743	0.3302492	36.44051	0.5626242
beetles	0.188455	0.3485918	41.13604	0.5147441
beetles	0.1947368	0.3524065	40.54012	0.515095
beetles	0.188455	0.3772421	36.47739	0.4559145
beetles	0.188455	0.3436409	36.75884	0.5076857
beetles	0.2163743	0.3356059	39.23081	0.5140696
beetles	0.1947368	0.3285448	42.46211	0.5325247
beetles	0.188455	0.334145	42.77764	0.4741128
beetles	0.188455	0.3617401	38.31483	0.4780793
beetles	0.2014519	0.309634	36.92613	0.5279516
beetles	0.1770335	0.2990017	33.44331	0.4803954
beetles	0.2086466	0.306631	36.09405	0.5204817
beetles	0.2014519	0.3541109	36.09141	0.5108396
beetles	0.1770335	0.352163	42.3942	0.5323334
beetles	0.1947368	0.321646	45.09858	0.4644363
beetles	0.188455	0.3287071	42.36279	0.5588752
beetles	0.2014519	0.3535427	34.53531	0.4818171
beetles	0.1947368	0.3502962	38.9954	0.5265625
beetles	0.1947368	0.3334957	31.96263	0.4860819
beetles	0.188455	0.3610097	37.20368	0.5054602
beetles	0.1825658	0.3222141	39.10929	0.4743293
beetles	0.188455	0.3365798	40.54598	0.539719
beetles	0.1825658	0.3376349	41.32304	0.5068423
beetles	0.1947368	0.3221329	39.17159	0.5199699
beetles	0.1947368	0.3430728	37.77892	0.5033043
beetles	0.188455	0.3483483	34.21012	0.5315185
beetles	0.2086466	0.3249736	39.05014	0.5147263
bees	0.3316667	0.2093887	49.8689	0.7454886
bees	0.346087	0.2114846	54.07352	0.7709106
bees	0.3618182	0.2169137	51.75841	0.7507423
bees	0.346087	0.1969647	49.64253	0.8206647
bees	0.3316667	0.2160552	52.36394	0.7658465
bees	0.346087	0.2183278	51.57007	0.744092
bees	0.3790476	0.207823	52.09647	0.8341418
bees	0.3316667	0.2184036	51.41563	0.7190743
bees	0.346087	0.2052978	51.57794	0.8023595
bees	0.3618182	0.213732	53.20147	0.7892376
bees	0.3618182	0.2075958	50.87598	0.7484623
bees	0.346087	0.2163834	55.55988	0.7305469
bees	0.3316667	0.2128734	52.13239	0.711384
bees	0.346087	0.2098937	52.15079	0.7772839
bees	0.3618182	0.2094139	51.80181	0.711859
bees	0.3316667	0.2241358	51.47979	0.8014211
bees	0.346087	0.2251711	46.54352	0.8157377
bees	0.3316667	0.2157521	49.75462	0.778232
bees	0.346087	0.2120654	56.68225	0.7235857
bees	0.346087	0.213833	50.18932	0.7231111
bees	0.3790476	0.197293	57.10201	0.8307273
bees	0.346087	0.2171157	52.37595	0.799275
bees	0.346087	0.2064089	50.08158	0.7783329
bees	0.346087	0.22757	48.05742	0.7781735
bees	0.3618182	0.2094897	50.48399	0.7476535
bees	0.3790476	0.2087069	49.96288	0.7897803
bees	0.346087	0.2164592	50.72218	0.7976423
bees	0.346087	0.2062827	54.11528	0.7882316
bees	0.3316667	0.214035	52.46006	0.7358499
bees	0.3618182	0.2212823	51.28531	0.7567464
bees	0.3316667	0.2062069	53.91204	0.742524
bees	0.3316667	0.2180753	51.17306	0.7772776
bees	0.3316667	0.203404	52.84583	0.6967531
bees	0.346087	0.2131259	51.9092	0.7429376
bees	0.3618182	0.2188329	54.09576	0.7814242
bees	0.3316667	0.2082018	47.48732	0.759006
bees	0.3618182	0.2117371	49.92233	0.797332
bees	0.346087	0.2004495	52.78985	0.7782269
bees	0.3316667	0.2197419	56.11459	0.7975034
bees	0.346087	0.2149188	55.89254	0.7789281
bees	0.3316667	0.2060302	50.72828	0.836508
bees	0.3618182	0.2296659	53.06206	0.7517993
bees	0.346087	0.2062574	53.43496	0.7340979
bees	0.3618182	0.2085806	48.41413	0.7876349
bees	0.3618182	0.2234034	48.9475	0.7624586
bees	0.346087	0.1999697	53.13509	0.7262791
bees	0.3316667	0.2217621	51.38222	0.7261041
bees	0.3618182	0.2132269	50.74152	0.7765067
bees	0.3316667	0.1951971	51.32279	0.7616611
bees	0.3316667	0.2334032	49.96041	0.7957318
bees	0.346087	0.2184793	48.06744	0.795839
bees	0.346087	0.2165097	52.8882	0.7782912
bees	0.3316667	0.2068635	49.16692	0.695614
bees	0.346087	0.2100452	50.61639	0.7871028
bees	0.3316667	0.2171157	51.60896	0.7609549
bees	0.3618182	0.2054746	48.31414	0.7457346
bees	0.3316667	0.2023181	48.60973	0.6853137
bees	0.3618182	0.1950203	48.39946	0.7925189
bees	0.3316667	0.2383778	52.16952	0.7923352
bees	0.346087	0.2068635	53.1167	0.748942
bees	0.3618182	0.2053989	50.07754	0.7834153
bees	0.346087	0.2113078	53.5603	0.7741189
bees	0.346087	0.2160804	49.53195	0.7641276
bees	0.346087	0.2062827	54.19013	0.7558424
bees	0.3618182	0.2096159	51.46961	0.756279
bees	0.3316667	0.2155249	54.72685	0.7599435
bees	0.3316667	0.2219641	48.97395	0.7649029
bees	0.3316667	0.2045655	46.98321	0.817395
bees	0.346087	0.2261307	51.66424	0.7951296
bees	0.346087	0.2233024	47.86727	0.75511
bees	0.3316667	0.2061817	54.7142	0.7044861
bees	0.3316667	0.2041615	50.66714	0.7541908
bees	0.3316667	0.2036565	52.50663	0.7125786
bees	0.346087	0.2062069	54.71391	0.8024799
bees	0.346087	0.2092876	49.58147	0.7776203
bees	0.3618182	0.2128734	54.31672	0.7562081
bees	0.3618182	0.2172925	49.66285	0.7308555
bees	0.346087	0.2216358	50.32278	0.7615756
bees	0.3316667	0.206813	52.33007	0.7534332
bees	0.3316667	0.2032777	52.88043	0.7850901
bees	0.346087	0.2126209	51.41053	0.745078
bees	0.346087	0.2155249	52.70645	0.7942518
bees	0.3618182	0.1989344	51.06793	0.7505035
bees	0.346087	0.2090351	54.925	0.7817162
bees	0.3618182	0.2099442	49.86482	0.7525006
bees	0.346087	0.2368375	50.98038	0.7481785
bees	0.3316667	0.2278225	51.32292	0.7809035
bees	0.346087	0.2174188	48.54164	0.7617278
bees	0.3316667	0.207419	55.86675	0.7833502
bees	0.3316667	0.20752	53.10853	0.784999
bees	0.3618182	0.2238327	52.32227	0.710135
bees	0.3316667	0.2217873	49.12943	0.7397034
bees	0.3316667	0.2165602	52.61343	0.7698109
bees	0.3316667	0.2089089	55.00674	0.8357468
bees	0.346087	0.2078735	50.97058	0.7689521
bees	0.346087	0.2261812	52.39184	0.8091751
bees	0.346087	0.2324689	49.49472	0.8064612
bees	0.346087	0.2131512	51.21105	0.745806
bees	0.346087	0.211232	52.47688	0.7188764
bees	0.3316667	0.2085048	51.8723	0.785904
trees	0.2994357	0.1446958	48.16563	0.6754874
trees	0.296646	0.1463424	46.62637	0.653287
trees	0.3101299	0.143893	47.91572	0.6788879
trees	0.2957276	0.1430949	47.09348	0.6568364
trees	0.308129	0.146922	47.62691	0.654075
trees	0.2975701	0.1467785	47.21378	0.6800365
trees	0.3013249	0.1447991	47.19176	0.668332
trees	0.3013249	0.1508471	48.04401	0.6722254
trees	0.3013249	0.1460722	48.10557	0.6650868
trees	0.3032381	0.1500253	47.23182	0.6717076
trees	0.3032381	0.1464776	48.39779	0.6701682
trees	0.2985	0.1458033	48.24743	0.6735739
trees	0.3013249	0.1453334	47.4893	0.6486094
trees	0.3022785	0.1492027	46.70354	0.6769088
trees	0.308129	0.1475705	48.41757	0.6788009
trees	0.3042038	0.1503222	47.24036	0.665724
trees	0.3003774	0.1441376	48.31977	0.6796807
trees	0.2985	0.1492292	47.73198	0.6794676
trees	0.3101299	0.1422541	46.93168	0.6625318
trees	0.2985	0.1479831	47.0048	0.6750937
trees	0.3013249	0.1427928	48.91549	0.6625386
trees	0.2975701	0.143069	47.80499	0.6748591
trees	0.3013249	0.1447738	48.37373	0.6759231
trees	0.2930061	0.1460923	48.54095	0.6822714
trees	0.3003774	0.1488069	48.29023	0.6933035
trees	0.3051757	0.1488599	47.43723	0.6700377
trees	0.3032381	0.1494158	47.3279	0.6650303
trees	0.3003774	0.1466033	48.17934	0.6575521
trees	0.3003774	0.1515248	47.45561	0.6964893
trees	0.2975701	0.1478359	47.53637	0.6758071
trees	0.308129	0.1486409	47.51193	0.6769552
trees	0.3042038	0.1470175	47.37143	0.6814929
trees	0.3091262	0.1470144	47.94035	0.6556874
trees	0.2985	0.1497809	46.64267	0.6647368
trees	0.3071383	0.1465342	48.2139	0.6715349
trees	0.3051757	0.1498265	46.77543	0.6720906
trees	0.3071383	0.1497116	48.65638	0.6721677
trees	0.2994357	0.1506487	47.87351	0.6687732
trees	0.2994357	0.147172	47.50784	0.6723956
trees	0.2994357	0.1476548	47.76852	0.6738157
trees	0.3051757	0.1463833	47.4027	0.6703296
trees	0.308129	0.1470747	48.32312	0.6609941
trees	0.3013249	0.1501928	47.85178	0.6654021
trees	0.3091262	0.1491466	46.99659	0.665361
trees	0.3032381	0.1484385	47.95426	0.6603853
trees	0.3051757	0.1454619	48.9852	0.6830078
trees	0.3061538	0.1507599	47.34493	0.6787589
trees	0.3003774	0.1469588	47.23922	0.6800459
trees	0.3003774	0.1476802	47.87243	0.6707038
trees	0.2994357	0.1501898	48.0473	0.6736119
trees	0.3003774	0.14854	48.13401	0.681096
trees	0.3022785	0.1462412	48.04255	0.6638064
trees	0.3013249	0.1456197	45.8262	0.6686931
trees	0.296646	0.1501572	48.01268	0.6856641
trees	0.3042038	0.1452399	46.60327	0.6687572
trees	0.3042038	0.145941	47.60502	0.654784
trees	0.3032381	0.1506224	47.74604	0.6809639
trees	0.3022785	0.1424003	47.28233	0.6688542
trees	0.2975701	0.1454389	47.74584	0.6645847
trees	0.3022785	0.146351	47.23492	0.6678017
trees	0.2985	0.1486123	47.54249	0.6730128
trees	0.3022785	0.1444438	48.81671	0.6688754
trees	0.3013249	0.1484755	48.64489	0.6566869
trees	0.3051757	0.1516825	46.78148	0.679091
trees	0.3051757	0.1479766	48.24575	0.6774094
trees	0.3032381	0.1497404	47.33563	0.6782445
trees	0.3003774	0.1501495	47.74056	0.6849595
trees	0.3013249	0.1490275	47.34431	0.6821075
trees	0.3003774	0.1472692	48.36227	0.6634556
trees	0.3022785	0.1519185	46.20813	0.6720114
trees	0.3051757	0.1475066	47.07544	0.6855353
trees	0.2975701	0.1462244	47.32229	0.6454968
trees	0.2939077	0.1486682	48.17142	0.6861518
trees	0.3071383	0.1479264	47.44297	0.6807583
trees	0.3042038	0.1513616	47.94972	0.6687555
trees	0.2948148	0.1435484	47.88888	0.6741221
trees	0.3032381	0.1471522	48.39191	0.6708514
trees	0.3042038	0.1487415	47.10723	0.6871896
trees	0.2994357	0.1468629	47.81414	0.6690112
trees	0.2994357	0.1500972	46.67165	0.6529355
trees	0.3051757	0.1502535	47.79574	0.666375
trees	0.296646	0.1434732	48.50545	0.6630131
trees	0.3003774	0.1486079	46.79565	0.6538792
trees	0.3032381	0.1478282	47.18331	0.6630536
trees	0.3003774	0.1520444	47.46331	0.670811
trees	0.2994357	0.1446835	47.14222	0.6623444
trees	0.3071383	0.1494165	47.64095	0.6791409
trees	0.3022785	0.1466493	47.10766	0.6652727
trees	0.3101299	0.1506443	46.90147	0.6622036
trees	0.2985	0.1493034	47.33381	0.6816266
trees	0.3013249	0.1448801	47.01167	0.6732178
trees	0.2985	0.1486251	46.88093	0.6517431
trees	0.3051757	0.1439773	48.83151	0.6820281
trees	0.3091262	0.1472146	47.86478	0.660244
trees	0.3013249	0.1464825	47.29888	0.6711509
trees	0.3101299	0.1486405	46.55665	0.6744906
trees	0.3032381	0.1461257	47.32125	0.6611306
trees	0.3003774	0.1494617	47.46617	0.6731408
trees	0.296646	0.1451749	47.4704	0.6524842
trees	0.3051757	0.1495305	47.49685	0.6743308
all_taxa	0.285913	0.1493014	46.6286	0.6431542
all_taxa	0.2899471	0.1447584	46.424	0.6434241
all_taxa	0.285913	0.1496285	46.6967	0.6475016
all_taxa	0.2889279	0.1468478	47.02935	0.6349535
all_taxa	0.2884211	0.14926	47.18168	0.6371231
all_taxa	0.284922	0.1492439	46.96187	0.6537063
all_taxa	0.2884211	0.1494531	47.34824	0.6493212
all_taxa	0.2874126	0.1496515	46.64373	0.6495957
all_taxa	0.286911	0.1453912	47.08764	0.645414
all_taxa	0.2879159	0.1458984	46.84445	0.6353003
all_taxa	0.2864111	0.1477221	47.97486	0.6377625
all_taxa	0.2854167	0.1477183	47.0722	0.6392213
all_taxa	0.286911	0.1479955	47.21898	0.6406685
all_taxa	0.2819897	0.1481372	47.25919	0.644166
all_taxa	0.2844291	0.1467755	47.49667	0.6478865
all_taxa	0.2824742	0.1456827	46.77097	0.6456814
all_taxa	0.2899471	0.1488911	47.19021	0.6370236
all_taxa	0.2795918	0.1506394	47.63388	0.6426137
all_taxa	0.2864111	0.149306	47.51309	0.6425636
all_taxa	0.285913	0.1484592	47.54174	0.6350461
all_taxa	0.285913	0.1463852	47.30493	0.6484367
all_taxa	0.2894366	0.1457539	47.49204	0.6550983
all_taxa	0.2844291	0.1476741	46.5689	0.6452991
all_taxa	0.286911	0.1508893	46.82781	0.6472657
all_taxa	0.2844291	0.1458009	47.26747	0.6419459
all_taxa	0.285913	0.1446032	47.66169	0.6406716
all_taxa	0.2889279	0.1515029	47.53523	0.6434631
all_taxa	0.2815068	0.1453192	47.02058	0.6447415
all_taxa	0.2874126	0.1482898	47.49916	0.6538909
all_taxa	0.2879159	0.146036	47.62432	0.6574396
all_taxa	0.2899471	0.145204	46.24773	0.6398266
all_taxa	0.284922	0.1463845	47.07022	0.6362872
all_taxa	0.2839378	0.1451824	46.74108	0.644183
all_taxa	0.2920071	0.1454966	47.77861	0.6455327
all_taxa	0.285913	0.1461998	47.55908	0.6370089
all_taxa	0.286911	0.1432506	47.61938	0.6485626
all_taxa	0.2839378	0.1516467	47.6035	0.6461707
all_taxa	0.2824742	0.1449585	46.48975	0.6462488
all_taxa	0.2844291	0.1438428	46.56894	0.6458788
all_taxa	0.2925267	0.148607	46.79103	0.6559676
all_taxa	0.284922	0.1442484	46.67973	0.6409765
all_taxa	0.286911	0.1444692	47.11632	0.6399261
all_taxa	0.2884211	0.1496853	46.91775	0.6495143
all_taxa	0.2914894	0.1457627	47.00128	0.6506854
all_taxa	0.284922	0.1479292	46.95017	0.6497201
all_taxa	0.2854167	0.1454619	46.8639	0.6459711
all_taxa	0.2894366	0.1505616	46.38982	0.6447171
all_taxa	0.2925267	0.1520001	46.86893	0.6439447
all_taxa	0.285913	0.1481153	48.31982	0.6305882
all_taxa	0.2884211	0.1516925	47.19979	0.6442954
all_taxa	0.284922	0.1470642	45.91332	0.6474866
all_taxa	0.2884211	0.1503333	47.58473	0.6524758
all_taxa	0.2884211	0.1474856	47.37496	0.6456412
all_taxa	0.2894366	0.150137	46.99587	0.6537497
all_taxa	0.2864111	0.1453432	46.97149	0.6528925
all_taxa	0.2864111	0.1483073	47.29156	0.6495244
all_taxa	0.2894366	0.1510261	47.20501	0.655599
all_taxa	0.284922	0.146762	46.82136	0.6370232
all_taxa	0.2884211	0.1476546	48.04209	0.6616993
all_taxa	0.2889279	0.1474849	46.86796	0.6483092
all_taxa	0.2839378	0.1487268	47.65496	0.6403364
all_taxa	0.2879159	0.1469365	47.07644	0.6452364
all_taxa	0.2839378	0.1443303	48.12552	0.6408244
all_taxa	0.2874126	0.1471534	47.18075	0.647243
all_taxa	0.2829604	0.1467813	47.25038	0.6441755
all_taxa	0.286911	0.1475778	47.39914	0.6497575
all_taxa	0.2894366	0.15334	47.72977	0.6388295
all_taxa	0.2864111	0.1475976	47.67713	0.6452563
all_taxa	0.285913	0.1502026	46.73339	0.635403
all_taxa	0.286911	0.1453181	46.5015	0.6427622
all_taxa	0.2889279	0.1481502	47.1329	0.6380922
all_taxa	0.285913	0.1472224	47.32492	0.6477493
all_taxa	0.2889279	0.1470289	46.66598	0.6374897
all_taxa	0.2864111	0.1470035	47.12601	0.6493951
all_taxa	0.2889279	0.1510584	46.55166	0.6543681
all_taxa	0.2829604	0.1438728	46.88173	0.6387672
all_taxa	0.2854167	0.1475447	47.30642	0.6410501
all_taxa	0.2894366	0.1503641	47.24327	0.6516707
all_taxa	0.2874126	0.1486528	47.08563	0.6369749
all_taxa	0.2854167	0.147406	47.02922	0.6409034
all_taxa	0.2884211	0.1474987	47.62412	0.646007
all_taxa	0.2844291	0.1475343	47.69699	0.6337828
all_taxa	0.284922	0.1520705	47.52194	0.6417978
all_taxa	0.2879159	0.1466088	47.32624	0.6565544
all_taxa	0.2834483	0.1492623	47.57799	0.6483294
all_taxa	0.2899471	0.1450491	47.40603	0.6410362
all_taxa	0.2879159	0.1468867	47.70206	0.6453222
all_taxa	0.2894366	0.1468429	47.30703	0.6379096
all_taxa	0.286911	0.1497337	47.45975	0.6371883
all_taxa	0.2894366	0.1494884	46.35735	0.6617356
all_taxa	0.2834483	0.1471803	45.98498	0.646716
all_taxa	0.2925267	0.1444904	46.80027	0.6482659
all_taxa	0.286911	0.1464999	46.65149	0.6461634
all_taxa	0.2899471	0.1498959	46.83789	0.646876
all_taxa	0.2844291	0.1494221	47.93486	0.6390129
all_taxa	0.2874126	0.1475135	47.5227	0.651493
all_taxa	0.2884211	0.1488664	47.13849	0.6466388
all_taxa	0.285913	0.1478528	46.00479	0.6435139
all_taxa	0.2854167	0.1472474	46.14964	0.6510404
all_taxa	0.2874126	0.1462966	47.23146	0.6385599
